log_date,muscle_group,exercise,set_number,reps,reps_raw,weight_kg,weight_raw,rpe,notes
2026-01-07,Legs,Hip Abduction 3/12,1,10,10,80.0,80,,
2026-01-07,Legs,Hip Abduction 3/12,2,5,5,80.0,80,,
2026-01-07,Legs,Hip Abduction 3/12,3,12,12/57.5,57.5,80,,
2026-01-07,Legs,Hip Adduction 3/12,1,12,12,65.0,65,8,
2026-01-07,Legs,Hip Adduction 3/12,2,12,12,65.0,65,8,
2026-01-07,Legs,Hip Adduction 3/12,3,14,14,65.0,65,8,
2026-01-07,Legs,Hip Adduction 3/12,4,,X,65.0,65,8,
2026-01-11,Legs,Perfect Squats 4/9,1,9,9,10.0,10,10,
2026-01-11,Legs,Perfect Squats 4/9,2,9,9,10.0,10,10,
2026-01-11,Legs,Perfect Squats 4/9,3,9,9,10.0,10,10,
2026-01-11,Legs,Perfect Squats 4/9,4,9,9,10.0,10,10,
2026-01-11,Legs,Seated Leg Press Machine,1,,8 (Drained by the warm ups),,42.5 (Should In crease the weight to 50? next time),9,
2026-01-11,Legs,Seated Leg Press Machine,2,10,10,,42.5 (Should In crease the weight to 50? next time),9,
2026-01-11,Legs,Seated Leg Press Machine,3,,12 (I should go all the way down to stimulate my glutes),,42.5 (Should In crease the weight to 50? next time),9,
2026-01-11,Legs,Seated Leg Press Machine,4,12,12,,42.5 (Should In crease the weight to 50? next time),9,
2026-01-11,Legs,Leg Extensions,1,10,10,35.0,35,10,
2026-01-11,Legs,Leg Extensions,2,12,12,35.0,35,10,
2026-01-11,Legs,Leg Extensions,3,11,11,35.0,35,10,
2026-01-11,Legs,Seated Leg Curls,1,12,12/42.5,42.5,57.5,,
2026-01-11,Legs,Seated Leg Curls,2,11,11,57.5,57.5,,
2026-01-11,Legs,Seated Leg Curls,3,4,4,57.5,57.5,,
2026-01-11,Legs,Hip Abductuon,1,12,12,65.0,65,,
2026-01-11,Legs,Hip Abductuon,2,12,12,65.0,65,,
2026-01-11,Legs,Adduction,1,16,16,65.0,65,8 Should Increase weight,
2026-01-11,Legs,Adduction,2,16,16,65.0,65,8 Should Increase weight,
2026-01-11,Legs,Adduction,3,20,20,65.0,65,8 Should Increase weight,
2026-01-15,Legs,Perfect Squats,1,9,9,,4/9/10,8 (Increase weight to 12.5?),
2026-01-15,Legs,Perfect Squats,2,9,9,,4/9/10,8 (Increase weight to 12.5?),
2026-01-15,Legs,Perfect Squats,3,9,9,,4/9/10,8 (Increase weight to 12.5?),
2026-01-15,Legs,Perfect Squats,4,9,9,,4/9/10,8 (Increase weight to 12.5?),
2026-01-15,Legs,Seated Leg Press Machine,1,9,9/0,0.0,4/10/50 or 4/8/0,8 (Increase weight to 40) 4/8/40?,
2026-01-15,Legs,Seated Leg Press Machine,2,8,8/20kg,20.0,4/10/50 or 4/8/0,8 (Increase weight to 40) 4/8/40?,
2026-01-15,Legs,Seated Leg Press Machine,3,10,10/20kg,20.0,4/10/50 or 4/8/0,8 (Increase weight to 40) 4/8/40?,
2026-01-15,Legs,Seated Leg Press Machine,4,10,10/40kg,40.0,4/10/50 or 4/8/0,8 (Increase weight to 40) 4/8/40?,
2026-01-15,Legs,Leg Extensions,1,12,12,,3/12/35,9 (Add 1 set or Increase weight and decrement reps?),
2026-01-15,Legs,Leg Extensions,2,12,12,,3/12/35,9 (Add 1 set or Increase weight and decrement reps?),
2026-01-15,Legs,Leg Extensions,3,12,12,,3/12/35,9 (Add 1 set or Increase weight and decrement reps?),
2026-01-15,Legs,Seated Leg Curls,1,,,,3/10/57.5,Delete & Substitute w/ Leg press drop set?,
2026-01-15,Legs,Hip Abductuon,1,12,12/72.5kg,72.5,3/12/65,Lean torso forward to maximize hip stimulus (Decrease rep to 10 and increase set to 4?),
2026-01-15,Legs,Hip Abductuon,2,12,12/72.5 Beginning to fail @ 8,,3/12/65,Lean torso forward to maximize hip stimulus (Decrease rep to 10 and increase set to 4?),
2026-01-15,Legs,Hip Abductuon,3,12,12/72.5,72.5,3/12/65,Lean torso forward to maximize hip stimulus (Decrease rep to 10 and increase set to 4?),
2026-01-15,Legs,Adduction,1,12,12/80,80.0,3/12/72.5,Increase sets? Depending on the fatigue I build up on the preceding sets,
2026-01-15,Legs,Adduction,2,13,13/80,80.0,3/12/72.5,Increase sets? Depending on the fatigue I build up on the preceding sets,
2026-01-15,Legs,Adduction,3,14,14/80,80.0,3/12/72.5,Increase sets? Depending on the fatigue I build up on the preceding sets,
2026-01-19,Legs,Perfect Squats,1,8,8,15.0,15kgs,Doing 4/6/20 next time,
2026-01-19,Legs,Perfect Squats,2,8,8,15.0,15kgs,Doing 4/6/20 next time,
2026-01-19,Legs,Perfect Squats,3,8,8,15.0,15kgs,Doing 4/6/20 next time,
2026-01-19,Legs,Perfect Squats,4,8,8/20,20.0,15kgs,Doing 4/6/20 next time,
2026-01-19,Legs,Seated Leg Press Machine,1,8,8,40.0,40kgs,(Keep feet slanted and at a high position on the board) (Decrease reps?),
2026-01-19,Legs,Seated Leg Press Machine,2,8,8,40.0,40kgs,(Keep feet slanted and at a high position on the board) (Decrease reps?),
2026-01-19,Legs,Seated Leg Press Machine,3,8,8,40.0,40kgs,(Keep feet slanted and at a high position on the board) (Decrease reps?),
2026-01-19,Legs,Seated Leg Press Machine,4,,X,40.0,40kgs,(Keep feet slanted and at a high position on the board) (Decrease reps?),
2026-01-19,Legs,Leg Extensions,1,10,10,42.5,42.5,Add more weight...? or Decrease and compensate with more reps?,
2026-01-19,Legs,Leg Extensions,2,10,10,42.5,42.5,Add more weight...? or Decrease and compensate with more reps?,
2026-01-19,Legs,Leg Extensions,3,10,10,42.5,42.5,Add more weight...? or Decrease and compensate with more reps?,
2026-01-19,Legs,Leg Extensions,4,10,10,42.5,42.5,Add more weight...? or Decrease and compensate with more reps?,
2026-01-19,Legs,Hip Adduction,1,10,10,72.5,72.5,Retain weight increase reps,
2026-01-19,Legs,Hip Adduction,2,10,10,72.5,72.5,Retain weight increase reps,
2026-01-19,Legs,Hip Adduction,3,10,10,72.5,72.5,Retain weight increase reps,
2026-01-19,Legs,Hip Adduction,4,10,10,72.5,72.5,Retain weight increase reps,
2026-01-19,Legs,Tricep rope pull down,1,,test,27.5,27.5,,
2026-01-19,Legs,Tricep rope pull down,2,12,12,27.5,27.5,,
2026-01-19,Legs,Tricep rope pull down,3,12,12,27.5,27.5,,
2026-01-19,Legs,Tricep rope pull down,4,,12 (started to fail at 10),27.5,27.5,,
2026-01-19,Legs,Overhead tricep pull down,1,8,8,27.5,27.5,,
2026-01-19,Legs,Overhead tricep pull down,2,8,8,27.5,27.5,,
2026-01-19,Legs,Overhead tricep pull down,3,8,8,27.5,27.5,,
2026-01-19,Legs,Overhead tricep pull down,4,,X,27.5,27.5,,
2026-01-23,Legs,Smith Machine Squats,1,8,8,30.0,30kgs,Go back to perfect squats or continue practice with low weight,
2026-01-23,Legs,Smith Machine Squats,2,8,8,30.0,30kgs,Go back to perfect squats or continue practice with low weight,
2026-01-23,Legs,Smith Machine Squats,3,7,7/40,40.0,30kgs,Go back to perfect squats or continue practice with low weight,
2026-01-23,Legs,Smith Machine Squats,4,10,10/20,20.0,30kgs,Go back to perfect squats or continue practice with low weight,
2026-01-23,Legs,Seated leg press Machine,1,7,7,40.0,40 kgs,Decreased reps to 7 => Perfect,
2026-01-23,Legs,Seated leg press Machine,2,7,7,40.0,40 kgs,Decreased reps to 7 => Perfect,
2026-01-23,Legs,Seated leg press Machine,3,7,7,40.0,40 kgs,Decreased reps to 7 => Perfect,
2026-01-23,Legs,Seated leg press Machine,4,7,7,40.0,40 kgs,Decreased reps to 7 => Perfect,
2026-01-23,Legs,leg extensions,1,10,10,42.5,42.5,,
2026-01-23,Legs,leg extensions,2,11,11,42.5,42.5,,
2026-01-23,Legs,leg extensions,3,10,10,42.5,42.5,,
2026-01-23,Legs,leg extensions,4,11,11,42.5,42.5,,
2026-01-23,Legs,Military press,1,10,10/30,30.0,9/20,Increase to 35 and decrease reps to 7 or 8,
2026-01-23,Legs,Military press,2,9,9/30,30.0,9/20,Increase to 35 and decrease reps to 7 or 8,
2026-01-23,Legs,Military press,3,11,11/30,30.0,9/20,Increase to 35 and decrease reps to 7 or 8,
2026-01-23,Legs,Military press,4,9,9/30,30.0,9/20,Increase to 35 and decrease reps to 7 or 8,
2026-01-23,Legs,Lateral Raises,1,,10 together / 20,20.0,,,
2026-01-23,Legs,Lateral Raises,2,12,12 ea /27.5,27.5,,,
2026-01-23,Legs,Lateral Raises,3,,together to failure / 20,20.0,,,
2026-02-07,Legs,Smith Machine Squats,1,10,10,30.0,30,Keep back straight,Plan: 3/10/30
2026-02-07,Legs,Smith Machine Squats,2,10,10,30.0,30,Keep back straight,Plan: 3/10/30
2026-02-07,Legs,Smith Machine Squats,3,10,10,30.0,30,Keep back straight,Plan: 3/10/30
2026-02-07,Legs,Smith Machine Squats,4,,X,30.0,30,Keep back straight,Plan: 3/10/30
2026-02-07,Legs,Seated leg press Machine,1,8,8,40.0,40,This is maximum intensity (Ensure full ROM),Plan: 3/8/40
2026-02-07,Legs,Seated leg press Machine,2,,7 (failed at 7),40.0,40,This is maximum intensity (Ensure full ROM),Plan: 3/8/40
2026-02-07,Legs,Seated leg press Machine,3,8,8,40.0,40,This is maximum intensity (Ensure full ROM),Plan: 3/8/40
2026-02-07,Legs,Seated leg press Machine,4,,X,40.0,40,This is maximum intensity (Ensure full ROM),Plan: 3/8/40
2026-02-07,Legs,leg extensions,1,12,12,40.0,40,,Plan: 3/12/42.5
2026-02-07,Legs,leg extensions,2,9,9,40.0,40,,Plan: 3/12/42.5
2026-02-07,Legs,leg extensions,3,12,12/30,30.0,40,,Plan: 3/12/42.5
2026-02-07,Legs,Lateral Raises,1,20,20ea / 27.5,27.5,,,Plan: 4/12ea/27.5
2026-02-07,Legs,Lateral Raises,2,15,15ea/27.5,27.5,,,Plan: 4/12ea/27.5
2026-02-07,Legs,Hammer Curls,1,,X,,,,Plan: 4/9ea/12
2026-02-07,Legs,Tricep rope pull down,1,,X,,,,Plan: 3/12/27.5
2026-02-07,Legs,Overhead tricep pull down,1,,X,,,,Plan: 4/8/27.5
2026-02-11,Legs,Perfect Squats,1,8,8,20.0,20,Keep back straight (3/8/25 or 30),Plan: 3/8/20
2026-02-11,Legs,Perfect Squats,2,8,8,20.0,20,Keep back straight (3/8/25 or 30),Plan: 3/8/20
2026-02-11,Legs,Perfect Squats,3,8,8/25,25.0,20,Keep back straight (3/8/25 or 30),Plan: 3/8/20
2026-02-11,Legs,Perfect Squats,4,7,7/25,25.0,20,Keep back straight (3/8/25 or 30),Plan: 3/8/20
2026-02-11,Legs,Seated Leg press Machine,1,8,8,,,Increase weight to 60,Plan: 3/8/40
2026-02-11,Legs,Seated Leg press Machine,2,8,8,,,Increase weight to 60,Plan: 3/8/40
2026-02-11,Legs,Seated Leg press Machine,3,7,7/60,60.0,,Increase weight to 60,Plan: 3/8/40
2026-02-11,Legs,Hip Abductions,1,12,12,,,3 sets with increased intensity,Plan: 4/12/72.5
2026-02-11,Legs,Hip Abductions,2,12,12,,,3 sets with increased intensity,Plan: 4/12/72.5
2026-02-11,Legs,Hip Abductions,3,12,12,,,3 sets with increased intensity,Plan: 4/12/72.5
2026-02-11,Legs,Hip Abductions,4,,12 failing at 7-8 (continued with partial reps),,,3 sets with increased intensity,Plan: 4/12/72.5
2026-02-11,Legs,Hip Adductions,1,14,14,,,Same as above,Plan: 4/12/80
2026-02-11,Legs,Hip Adductions,2,12,12,,,Same as above,Plan: 4/12/80
2026-02-22,Legs,Perfect Squats,1,8,8,20.0,20,Keep back straight,Plan: 3/8/20
2026-02-22,Legs,Perfect Squats,2,8,8,20.0,20,Keep back straight,Plan: 3/8/20
2026-02-22,Legs,Perfect Squats,3,8,8,20.0,20,Keep back straight,Plan: 3/8/20
2026-02-22,Legs,Seated leg press,1,8,8,40.0,40,Place feet lower,Plan: 3/8/40
2026-02-22,Legs,Seated leg press,2,8,8,40.0,40,Place feet lower,Plan: 3/8/40
2026-02-22,Legs,Seated leg press,3,8,8,40.0,40,Place feet lower,Plan: 3/8/40
2026-02-22,Legs,Hip abductions,1,12,12,,,,Plan: 3/12/72.5
2026-02-22,Legs,Hip abductions,2,11,11,,,,Plan: 3/12/72.5
2026-02-22,Legs,Hip abductions,3,8,8,,,,Plan: 3/12/72.5
2026-03-03,Legs,Perfect Squats,1,8,8,,,4 sets not easy,Plan: 4/8/20
2026-03-03,Legs,Perfect Squats,2,8,8,,,4 sets not easy,Plan: 4/8/20
2026-03-03,Legs,Perfect Squats,3,,7.5,,,4 sets not easy,Plan: 4/8/20
2026-03-03,Legs,Perfect Squats,4,7,7,,,4 sets not easy,Plan: 4/8/20
2026-03-03,Legs,Seated Leg press,1,6,6/60,60.0,,,Plan: 3/8/60
2026-03-03,Legs,Seated Leg press,2,7,7/60,60.0,,,Plan: 3/8/60
2026-03-03,Legs,Seated Leg press,3,6,6/60,60.0,,,Plan: 3/8/60
2026-03-07,Legs,Perfect Squats,1,10,10/20,20.0,,Start w/ 30 and subsequently lower,Plan: 4/8/30
2026-03-07,Legs,Perfect Squats,2,8,8/30,30.0,,Start w/ 30 and subsequently lower,Plan: 4/8/30
2026-03-07,Legs,Perfect Squats,3,6,6/30,30.0,,Start w/ 30 and subsequently lower,Plan: 4/8/30
2026-03-07,Legs,Perfect Squats,4,8,8/20,20.0,,Start w/ 30 and subsequently lower,Plan: 4/8/30
2026-03-07,Legs,Seated leg press,1,7,7/60,60.0,,,Plan: 4/7/60
2026-03-07,Legs,Seated leg press,2,7,7/60,60.0,,,Plan: 4/7/60
2026-03-07,Legs,Seated leg press,3,7,7/60,60.0,,,Plan: 4/7/60
2026-03-07,Legs,Seated leg press,4,8,8/20,20.0,,,Plan: 4/7/60
2026-03-07,Legs,Hip Abductions,1,12,12/72.5,72.5,,Start with 80,Plan: 3/12/72.5
2026-03-07,Legs,Hip Abductions,2,,8.5/80,80.0,,Start with 80,Plan: 3/12/72.5
2026-03-07,Legs,Hip Abductions,3,,9.5/80,80.0,,Start with 80,Plan: 3/12/72.5
2026-03-07,Legs,Hip Abductions,4,10,10/72.5,72.5,,Start with 80,Plan: 3/12/72.5
2026-03-07,Legs,Leg extensions,1,12,12/42.5,42.5,,,Plan: 3/12/42.5
2026-03-07,Legs,Leg extensions,2,,9.5/42.5,42.5,,,Plan: 3/12/42.5
2026-03-07,Legs,Leg extensions,3,10,10/50,50.0,,,Plan: 3/12/42.5
2026-03-13,Legs,Smith Machine Incline,1,,2/6/50,,,8/50,
2026-03-13,Legs,Smith Machine Incline,2,8,8,,,8/50,
2026-03-13,Legs,Smith Machine Incline,3,,7.5,,,8/50,
2026-03-13,Legs,Machine Chest Press,1,,2/10/50,,,Increase to 50,
2026-03-13,Legs,Machine Chest Press,2,10,10/50,50.0,,Increase to 50,
2026-03-13,Legs,Machine Chest Press,3,8,8/50,50.0,,Increase to 50,
2026-03-13,Legs,Pec Dec flies,1,,2/10/50,,,,
2026-03-13,Legs,Pec Dec flies,2,6,6/50,50.0,,,
2026-03-13,Legs,Pec Dec flies,3,7,7/40,40.0,,,
2026-03-13,Legs,Dumbell Chest Press,1,,2/12/12,,,,
2026-03-13,Legs,Dumbell Chest Press,2,14,14/14,14.0,,,
2026-03-13,Legs,Lateral Raises,1,,2/f/6,,,,
2026-03-13,Legs,Lateral Raises,2,15,15/6,6.0,,,
2026-03-13,Legs,Lateral Raises,3,,10/6+6/4,,,,
2026-03-13,Legs,Military press,1,,2/10/25,,,,
2026-03-13,Legs,Military press,2,10,10/25,25.0,,,
2026-03-13,Legs,Military press,3,,8.5/25,25.0,,,
2026-03-20,Legs,Incline smith machine chest press,1,,2/7/50,,,,
2026-03-20,Legs,Incline smith machine chest press,2,,Warmup/40,40.0,,,
2026-03-20,Legs,Incline smith machine chest press,3,8,8/50,50.0,,,
2026-03-20,Legs,Incline smith machine chest press,4,,6.5/50,50.0,,,
2026-03-20,Legs,Chest press machine,1,,2/10/40,,,,
2026-03-20,Legs,Chest press machine,2,12,12/40,40.0,,,
2026-03-20,Legs,Chest press machine,3,,9.5/40,40.0,,,
2026-03-20,Legs,Pec dec flies,1,,2/10/50,,,,
2026-03-20,Legs,Dumbell chest press,1,,2/10/14,,,,
2026-03-20,Legs,Dumbell chest press,2,12,12/14,14.0,,,
2026-03-20,Legs,Dumbell chest press,3,12,12/14,14.0,,,
2026-03-20,Legs,Lateral Raises,1,,2/f/6,,,,
2026-03-20,Legs,Military press,1,,2/10/25,,,,
2026-03-20,Legs,Chest/6,1,,,,,,
2026-03-08,Back + Chest,Pull ups x2,1,,7+3,,,,
2026-03-08,Back + Chest,Pull ups x2,2,,6+5,,,,
2026-03-08,Back + Chest,Smith Machine Incline Warmup + 7/50 + 7/50 + 7/40,1,,Warmup,,,,
2026-03-08,Back + Chest,Smith Machine Incline Warmup + 7/50 + 7/50 + 7/40,2,5,5/50,50.0,,,
2026-03-08,Back + Chest,Smith Machine Incline Warmup + 7/50 + 7/50 + 7/40,3,,8.5/40,40.0,,,
2026-03-08,Back + Chest,Smith Machine Incline Warmup + 7/50 + 7/50 + 7/40,4,,8.5/40,40.0,,,
2026-03-08,Back + Chest,T-bar rows Warmups +,1,10,10/30,30.0,,Go with 10/25,Plan: 2/9/30
2026-03-08,Back + Chest,T-bar rows Warmups +,2,14,14/20,20.0,,Go with 10/25,Plan: 2/9/30
2026-03-08,Back + Chest,Machine Chest Press,1,7,7/30 (incline),,,,Plan: 3/10/50
2026-03-08,Back + Chest,Machine Chest Press,2,5,5/30 (incline),,,,Plan: 3/10/50
2026-03-08,Back + Chest,Machine Chest Press,3,,4.5/30 (incline),,,,Plan: 3/10/50
2026-03-08,Back + Chest,Lat cable pull downs,1,14,14/45,45.0,,,Plan: 2/12/45
2026-03-08,Back + Chest,Lat cable pull downs,2,8,8/50,50.0,,,Plan: 2/12/45
2026-03-08,Back + Chest,Dumbell Chest Press,1,12,12/12,12.0,,,Plan: 3/12/12
2026-03-08,Back + Chest,Dumbell Chest Press,2,15,15/12,12.0,,,Plan: 3/12/12
2026-03-08,Back + Chest,Dumbell Chest Press,3,12,12/12,12.0,,,Plan: 3/12/12
2026-03-08,Back + Chest,Back/6 + Chest/9,1,,,,,,
2026-03-15,Back + Chest,Pull ups,1,,x2,,,Try to reach 7 reps,
2026-03-15,Back + Chest,Pull ups,2,,6+,,,Try to reach 7 reps,
2026-03-15,Back + Chest,Pull ups,3,,6+,,,Try to reach 7 reps,
2026-03-15,Back + Chest,Smith Machine Incline Warmup,1,,2/6/50,,,Start with 40 or 45,
2026-03-15,Back + Chest,Smith Machine Incline Warmup,2,4,4/50,50.0,,Start with 40 or 45,
2026-03-15,Back + Chest,Smith Machine Incline Warmup,3,,8.5/40,40.0,,Start with 40 or 45,
2026-03-15,Back + Chest,T-bar rows,1,,2/9/25,,,Full ROM with 20,
2026-03-15,Back + Chest,T-bar rows,2,,Warm up,,,Full ROM with 20,
2026-03-15,Back + Chest,T-bar rows,3,15,15/10,10.0,,Full ROM with 20,
2026-03-15,Back + Chest,T-bar rows,4,14,14/20,20.0,,Full ROM with 20,
2026-03-15,Back + Chest,Machine Chest Press,1,,2/10/50,,,,
2026-03-15,Back + Chest,Machine Chest Press,2,14,14/40,40.0,,,
2026-03-15,Back + Chest,Machine Chest Press,3,10,10/50,50.0,,,
2026-03-15,Back + Chest,Machine Chest Press,4,6,6/40,40.0,,,
2026-03-15,Back + Chest,Lat cable pull downs (Full ROM),1,,2/12/33,,,Full ROM with 32,
2026-03-15,Back + Chest,Lat cable pull downs (Full ROM),2,20,20/27.5,27.5,,Full ROM with 32,
2026-03-15,Back + Chest,Lat cable pull downs (Full ROM),3,20,20/32,32.0,,Full ROM with 32,
2026-03-15,Back + Chest,Dumbell Chest Press,1,,2/12/12,,,,
2026-03-15,Back + Chest,Dumbell Chest Press,2,14,14/14,14.0,,,
2026-03-15,Back + Chest,Dumbell Chest Press,3,14,14/12,12.0,,,
2026-03-22,Back + Chest,Pull ups,1,8,8,,,,
2026-03-22,Back + Chest,Pull ups,2,6,6,,,,
2026-03-22,Back + Chest,Incline bench,1,11,11/40,40.0,,,
2026-03-22,Back + Chest,Incline bench,2,,9.5/40,40.0,,,
2026-03-22,Back + Chest,Smith Machine row,1,9,9/40,40.0,,,
2026-03-22,Back + Chest,Smith Machine row,2,14,14/30,30.0,,,
2026-03-22,Back + Chest,Machine chest press,1,12,12/40,40.0,,,
2026-03-22,Back + Chest,Machine chest press,2,12,12/40,40.0,,,
2026-03-22,Back + Chest,Back/4 + Chest/4,1,,,,,,
2026-03-29,Back + Chest,Pull ups,1,,x2,,,,
2026-03-29,Back + Chest,Pull ups,2,9,9,,,,
2026-03-29,Back + Chest,Pull ups,3,7,7,,,,
2026-03-29,Back + Chest,Incline chest press,1,,2/8/50,,,,
2026-03-29,Back + Chest,Incline chest press,2,6,6/50,50.0,,,
2026-03-29,Back + Chest,Incline chest press,3,8,8/45,45.0,,,
2026-03-29,Back + Chest,Seated row,1,2,2/,,,Red machine (go with 60?),
2026-03-29,Back + Chest,Seated row,2,16,16/31.5,31.5,,Red machine (go with 60?),
2026-03-29,Back + Chest,Seated row,3,16,16/50 (red machine),,,Red machine (go with 60?),
2026-03-29,Back + Chest,Chest press machine,1,8,8/30,30.0,,,
2026-03-29,Back + Chest,Chest press machine,2,6,6/30,30.0,,,
2026-03-29,Back + Chest,Seated Cable rows,1,,2/10/45.5,,,,
2026-03-29,Back + Chest,Seated Cable rows,2,12,12/45.5,45.5,,,
2026-03-29,Back + Chest,Seated Cable rows,3,10,10/45.5,45.5,,,
2026-03-29,Back + Chest,Pec deck flies,1,2,2/,,,,
2026-03-08,Arms + Shoulders,Lateral Raises,1,31,31/4,4.0,Maybe go with 6..??,,Plan: 3/f/4
2026-03-08,Arms + Shoulders,Lateral Raises,2,22,22/4,4.0,Maybe go with 6..??,,Plan: 3/f/4
2026-03-08,Arms + Shoulders,Lateral Raises,3,15,15/6,6.0,Maybe go with 6..??,,Plan: 3/f/4
2026-03-08,Arms + Shoulders,Dumbell Drag Curls,1,11,11/10,10.0,,,Plan: 2/f/14
2026-03-08,Arms + Shoulders,Dumbell Drag Curls,2,,Focused on breathing/10,10.0,,,Plan: 2/f/14
2026-03-08,Arms + Shoulders,Military Press,1,6,6/30,30.0,Lower to 20,,Plan: 3/10/30
2026-03-08,Arms + Shoulders,Military Press,2,9,9/20,20.0,Lower to 20,,Plan: 3/10/30
2026-03-08,Arms + Shoulders,Military Press,3,11,11/20,20.0,Lower to 20,,Plan: 3/10/30
2026-03-08,Arms + Shoulders,Reverse Curls,1,,Focues on breathing/15,15.0,Lower to 15,,Plan: 2/f/20
2026-03-08,Arms + Shoulders,Reverse Curls,2,13,13/15,15.0,Lower to 15,,Plan: 2/f/20
2026-03-08,Arms + Shoulders,Overhead Tricep Rope Pulldown,1,20,20/32,32.0,Go with 41,,Plan: 2/12/32
2026-03-08,Arms + Shoulders,Overhead Tricep Rope Pulldown,2,,8/41 + 4/32,,Go with 41,,Plan: 2/12/32
2026-03-08,Arms + Shoulders,Tricep rope pulldown,1,,5/32 + 4/27.5,,Go with 27.5,,Plan: 2/12/27
2026-03-08,Arms + Shoulders,Tricep rope pulldown,2,,8.5/27.5,27.5,Go with 27.5,,Plan: 2/12/27
2026-03-08,Arms + Shoulders,Preacher Curls,1,9,9/40,40.0,,,Plan: 2/10/40
2026-03-08,Arms + Shoulders,Preacher Curls,2,7,7/40,40.0,,,Plan: 2/10/40
2026-03-08,Arms + Shoulders,S/6 + Bi/6 + Tri/4,1,,,,,,
2026-03-16,Arms + Shoulders,Lateral Raises,1,30,30,,,,Plan: 2/f/4
2026-03-16,Arms + Shoulders,Lateral Raises,2,20,20,,,,Plan: 2/f/4
2026-03-16,Arms + Shoulders,Barbell Curls,1,12,12/20,20.0,Maybe go with 25,,Plan: 2/f/20
2026-03-16,Arms + Shoulders,Barbell Curls,2,,12.5/20,20.0,Maybe go with 25,,Plan: 2/f/20
2026-03-16,Arms + Shoulders,Military Press,1,12,12/25,25.0,,,Plan: 2/10/25
2026-03-16,Arms + Shoulders,Military Press,2,12,12/25,25.0,,,Plan: 2/10/25
2026-03-16,Arms + Shoulders,Reverse Curls,1,17,17/15,15.0,,,Plan: 2/15/15
2026-03-16,Arms + Shoulders,Reverse Curls,2,17,17/15,15.0,,,Plan: 2/15/15
2026-03-16,Arms + Shoulders,Overhead Tricep Rope Pulldown,1,9,9/41,41.0,,,Plan: 2/12/41
2026-03-16,Arms + Shoulders,Overhead Tricep Rope Pulldown,2,8,8/41,41.0,,,Plan: 2/12/41
2026-03-16,Arms + Shoulders,Tricep rope pulldown,1,8,8/27.5,27.5,,,Plan: 2/12/27.5
2026-03-16,Arms + Shoulders,Tricep rope pulldown,2,,12.5/27.5,27.5,,,Plan: 2/12/27.5
2026-03-16,Arms + Shoulders,Preacher Curls,1,,9.5/40,40.0,,,Plan: 2/10/40
2026-03-16,Arms + Shoulders,Preacher Curls,2,,9.5/40,40.0,,,Plan: 2/10/40
2026-03-23,Arms + Shoulders,Lateral Raises,1,20,20/4,4.0,Add 3rd set?,,Plan: 2/f/4
2026-03-23,Arms + Shoulders,Lateral Raises,2,20,20/4,4.0,Add 3rd set?,,Plan: 2/f/4
2026-03-23,Arms + Shoulders,Barbell Curls,1,,8.5/25,25.0,Stick with 20,,Plan: 2/f/25
2026-03-23,Arms + Shoulders,Barbell Curls,2,12,12/20,20.0,Stick with 20,,Plan: 2/f/25
2026-03-23,Arms + Shoulders,Military Press,1,13,13/25,25.0,,,Plan: 2/12/25
2026-03-23,Arms + Shoulders,Military Press,2,12,12/25,25.0,,,Plan: 2/12/25
2026-03-23,Arms + Shoulders,Reverse Curls,1,16,16/15,15.0,Move within the upper part of the ROM.,,Plan: 2/15/15
2026-03-23,Arms + Shoulders,Reverse Curls,2,12,12/15,15.0,Move within the upper part of the ROM.,,Plan: 2/15/15
2026-03-23,Arms + Shoulders,Overhead Tricep Rope Pulldown,1,,12/41+4/36,,,,Plan: 2/12/41
2026-03-23,Arms + Shoulders,Overhead Tricep Rope Pulldown,2,,7/41+4/32,,,,Plan: 2/12/41
2026-03-23,Arms + Shoulders,Tricep rope pulldown,1,12,12/27.5,27.5,,,Plan: 2/12/27.5
2026-03-23,Arms + Shoulders,Tricep rope pulldown,2,10,10/27.5,27.5,,,Plan: 2/12/27.5
2026-03-23,Arms + Shoulders,Lateral Hammer Curls,1,10,10/12,12.0,,,Plan: 2/10/12ea
2026-03-23,Arms + Shoulders,Lateral Hammer Curls,2,10,10/12,12.0,,,Plan: 2/10/12ea
2026-03-30,Arms + Shoulders,Lateral Raises,1,,f/6,6.0,,,Plan: 2/f/4
2026-03-30,Arms + Shoulders,Lateral Raises,2,,f/4,4.0,,,Plan: 2/f/4
2026-03-30,Arms + Shoulders,Reverse Curls,1,21,21/15,15.0,,,Plan: 2/15/15
2026-03-30,Arms + Shoulders,Military Press,1,,12/25/behind-neck,,,,Plan: 2/12/25
2026-03-30,Arms + Shoulders,Military Press,2,,12/25/behind-neck,,,,Plan: 2/12/25
2026-03-30,Arms + Shoulders,Biceps Curl,1,15,15/35,35.0,,,Plan: 2/12/
2026-03-30,Arms + Shoulders,Overhead Tricep Rope Pulldown,1,12,12/36,36.0,,,Plan: 2/15/36
2026-03-30,Arms + Shoulders,Overhead Tricep Rope Pulldown,2,10,10/36,36.0,,,Plan: 2/15/36
2026-03-30,Arms + Shoulders,Tricep rope pulldown,1,12,12/27.5,27.5,,,Plan: 2/12/27.5
2026-03-30,Arms + Shoulders,Tricep rope pulldown,2,12,12/22.5,22.5,,,Plan: 2/12/27.5
